tournament,bid,seed,rWon,code,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate
Loyola,Semis,46,2,Palo Alto Independent FZ,Palo Alto Independent,female,112.2,0,California,California,2018,0,non-Powerhouse,instate,1
Loyola,Semis,15,4,Peninsula IG,Peninsula,male,115,1,California,California,2018,1,Powerhouse,instate,1
Loyola,Semis,2,5,Peninsula JL,Peninsula,male,117,1,California,California,2017,1,Powerhouse,instate,1
Loyola,Semis,41,2,Peninsula JLe,Peninsula,female,113.2,1,California,California,2017,0,Powerhouse,instate,1
Loyola,Semis,1,6,Peninsula KK,Peninsula,male,116.2,1,California,California,2016,1,Powerhouse,instate,1
Loyola,Semis,28,3,Servite PA,Servite,male,114,0,California,California,2018,1,non-Powerhouse,instate,1
Loyola,Semis,14,4,Skyline EF,Skyline,male,115.1,0,California,Utah,2016,1,non-Powerhouse,outofstate,0
Loyola,Semis,53,2,West Ranch JW,West Ranch,male,111,0,California,California,2017,1,non-Powerhouse,instate,1
Loyola,Semis,52,2,Yucca Valley DA,Yucca Valley,male,111.1,0,California,California,2016,1,non-Powerhouse,instate,1
Meadows,Quarters,62,1,Albany EK,Albany,female,114.33,0,Nevada,California,2017,0,non-Powerhouse,outofstate,0
Meadows,Quarters,48,2,Arcadia VL,Arcadia,male,116.6,0,Nevada,California,2018,1,non-Powerhouse,outofstate,0
Meadows,Quarters,58,2,Brentwood AR,Brentwood,male,112.8,1,Nevada,California,2019,1,Powerhouse,outofstate,0
Meadows,Quarters,67,0,Brentwood LR,Brentwood,female,113.17,1,Nevada,California,2019,0,Powerhouse,outofstate,0
Meadows,Quarters,38,3,Brentwood RY,Brentwood,male,116.07,1,Nevada,California,2019,1,Powerhouse,outofstate,0
Meadows,Quarters,60,1,Brentwood WJ,Brentwood,male,117,1,Nevada,California,2018,1,Powerhouse,outofstate,0
Meadows,Quarters,12,4,Cambridge Rindge and Latin OS,Cambridge Rindge and Latin,male,119.93,0,Nevada,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,45,3,Canyon Springs GG,Canyon Springs,male,111.5,0,Nevada,Nevada,2017,1,non-Powerhouse,instate,1
Meadows,Quarters,44,3,Clark AR,Clark,male,115.1,0,Nevada,Nevada,2017,1,non-Powerhouse,instate,1
Meadows,Quarters,5,5,Clements Indepedent FT,Clements Indepedent,male,120.87,0,Nevada,Texas,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,37,3,Clovis North RG,Clovis North,male,116.13,0,Nevada,California,2018,1,non-Powerhouse,outofstate,0
Meadows,Quarters,1,6,Crossroads NS,Crossroads,male,120.63,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,68,0,FSHA (Flintridge) CN,FSHA (Flintridge),female,110.2,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,66,1,FSHA (Flintridge) ML,FSHA (Flintridge),female,108.87,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,2,6,Greenhill BE,Greenhill,male,120.37,1,Nevada,Texas,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,7,5,Greenhill GB,Greenhill,male,119.8,1,Nevada,Texas,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,4,5,Greenhill VA,Greenhill,male,121.33,1,Nevada,Texas,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,50,2,Harker EM,Harker,female,115.6,0,Nevada,California,2017,0,non-Powerhouse,outofstate,0
Meadows,Quarters,23,4,Harker KQ,Harker,female,118.1,0,Nevada,California,2016,0,non-Powerhouse,outofstate,0
Meadows,Quarters,42,3,Harker SL,Harker,female,115.53,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,3,5,Harvard-Westlake CC,Harvard-Westlake,male,121.63,1,Nevada,California,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,15,4,Harvard-Westlake CE,Harvard-Westlake,male,119.47,1,Nevada,California,2017,1,Powerhouse,outofstate,0
Meadows,Quarters,10,4,Harvard-Westlake EE,Harvard-Westlake,male,121.57,1,Nevada,California,2017,1,Powerhouse,outofstate,0
Meadows,Quarters,56,2,Harvard-Westlake MG,Harvard-Westlake,male,114.4,1,Nevada,California,2019,1,Powerhouse,outofstate,0
Meadows,Quarters,28,3,Harvard-Westlake NP,Harvard-Westlake,male,117.7,1,Nevada,California,2019,1,Powerhouse,outofstate,0
Meadows,Quarters,14,4,Harvard-Westlake NS,Harvard-Westlake,male,119.53,1,Nevada,California,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,25,3,Harvard-Westlake VC,Harvard-Westlake,male,118.1,1,Nevada,California,2019,1,Powerhouse,outofstate,0
Meadows,Quarters,41,3,Harvard-Westlake WP,Harvard-Westlake,male,115.87,1,Nevada,California,2018,1,Powerhouse,outofstate,0
Meadows,Quarters,30,3,Immaculate Heart DD,Immaculate Heart,female,117.23,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,13,4,Interlake AL,Interlake,female,119.57,0,Nevada,Washington,2016,0,non-Powerhouse,outofstate,0
Meadows,Quarters,59,2,Juan Diego Catholic CS,Juan Diego Catholic,female,112.62,0,Nevada,Utah,2016,0,non-Powerhouse,outofstate,0
Meadows,Quarters,27,3,Kinkaid EH,Kinkaid,female,117.8,0,Nevada,Texas,2016,0,non-Powerhouse,outofstate,0
Meadows,Quarters,16,4,Kinkaid JY,Kinkaid,male,119.3,0,Nevada,Texas,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,40,3,Kinkaid SS,Kinkaid,male,116,0,Nevada,Texas,NA,1,non-Powerhouse,outofstate,0
Meadows,Quarters,55,2,Kinkaid VL,Kinkaid,female,114.47,0,Nevada,Texas,2017,0,non-Powerhouse,outofstate,0
Meadows,Quarters,6,5,La Canada AZ,La Canada,male,120.37,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,26,3,La Costa Canyon JC,La Costa Canyon,male,117.83,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,18,4,La Costa Canyon RL,La Costa Canyon,male,118.9,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,29,3,La Reina EP,La Reina,female,117.53,0,Nevada,California,2016,0,non-Powerhouse,outofstate,0
Meadows,Quarters,53,2,La Reina ES,La Reina,female,115.13,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,9,5,Law Magnet DD,Law Magnet,male,118.37,0,Nevada,Texas,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,46,2,Law Magnet JM,Law Magnet,male,117.1,0,Nevada,Texas,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,20,4,Loyola AP,Loyola,male,118.7,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,19,4,Loyola BS,Loyola,male,118.7,1,Nevada,California,2017,1,Powerhouse,outofstate,0
Meadows,Quarters,31,3,Loyola DW,Loyola,male,117.1,1,Nevada,California,2017,1,Powerhouse,outofstate,0
Meadows,Quarters,54,2,Loyola GC,Loyola,male,114.63,1,Nevada,California,2018,1,Powerhouse,outofstate,0
Meadows,Quarters,57,2,Loyola HF,Loyola,male,113.13,1,Nevada,California,2018,1,Powerhouse,outofstate,0
Meadows,Quarters,11,4,Loyola JO,Loyola,male,120,1,Nevada,California,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,63,1,Loyola NT,Loyola,male,114.2,1,Nevada,California,2018,1,Powerhouse,outofstate,0
Meadows,Quarters,24,4,Loyola ZMa,Loyola,male,117.63,1,Nevada,California,2016,1,Powerhouse,outofstate,0
Meadows,Quarters,34,3,Lynbrook AP,Lynbrook,female,117,0,Nevada,California,NA,0,non-Powerhouse,outofstate,0
Meadows,Quarters,33,3,Lynbrook CW,Lynbrook,male,117,0,Nevada,California,NA,1,non-Powerhouse,outofstate,0
Meadows,Quarters,22,4,Lynbrook NS,Lynbrook,male,118.2,0,Nevada,California,NA,1,non-Powerhouse,outofstate,0
Meadows,Quarters,61,1,Lynbrook SS,Lynbrook,female,115.4,0,Nevada,California,2016,0,non-Powerhouse,outofstate,0
Meadows,Quarters,17,4,Lynbrook VV,Lynbrook,male,119.27,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,35,3,Marlborough MC,Marlborough,female,116.73,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,49,2,Palo Alto (Independent) BH,Palo Alto (Independent),male,116.03,0,Nevada,California,2018,1,non-Powerhouse,outofstate,0
Meadows,Quarters,52,2,Palo Alto (Independent) CF,Palo Alto (Independent),male,115.23,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,43,3,Palo Alto (Independent) ET,Palo Alto (Independent),male,115.37,0,Nevada,California,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,36,3,Palo Alto (Independent) FZ,Palo Alto (Independent),female,116.13,0,Nevada,California,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,32,3,Palo Alto (Independent) GC,Palo Alto (Independent),male,117,0,Nevada,California,2016,1,non-Powerhouse,outofstate,0
Meadows,Quarters,8,5,Peninsula JL,Peninsula,male,118.87,1,Nevada,California,2017,1,Powerhouse,outofstate,0
Meadows,Quarters,21,4,Rowland Hall-St. Mark's KO,Rowland Hall-St. Mark's,male,118.4,0,Nevada,Utah,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,65,1,Sage Ridge AC,Sage Ridge,male,113,0,Nevada,Nevada,2017,1,non-Powerhouse,instate,1
Meadows,Quarters,64,1,Sage Ridge SD,Sage Ridge,female,113.13,0,Nevada,Nevada,2018,0,non-Powerhouse,instate,1
Meadows,Quarters,47,2,West CC,West,female,116.77,0,Nevada,Utah,2018,0,non-Powerhouse,outofstate,0
Meadows,Quarters,39,3,West MT,West,male,116.03,0,Nevada,Utah,2017,1,non-Powerhouse,outofstate,0
Meadows,Quarters,51,2,West NC,West,male,115.4,0,Nevada,Utah,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,93,3,Acton Boxborough AW,Acton Boxborough,female,111.2,0,New Jersey,Massachusetts,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,137,1,Bridgewater Raritan JB,Bridgewater Raritan,female,110,0,New Jersey,New Jersey,2017,0,non-Powerhouse,instate,1
Princeton,Semis,78,3,Bridgewater Raritan JC,Bridgewater Raritan,male,112.6,0,New Jersey,New Jersey,2017,1,non-Powerhouse,instate,1
Princeton,Semis,43,4,Bridgewater Raritan RK,Bridgewater Raritan,female,114.2,0,New Jersey,New Jersey,2017,0,non-Powerhouse,instate,1
Princeton,Semis,129,2,Bridgewater Raritan VR,Bridgewater Raritan,male,107.5,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,100,2,Bronx HS Of Science AS,Bronx HS Of Science,male,112.9,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,77,3,Bronx HS Of Science JJ,Bronx HS Of Science,female,112.7,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,68,3,Byram Hills AS,Byram Hills,female,113.5,1,New Jersey,New York,2017,0,Powerhouse,outofstate,0
Princeton,Semis,4,5,Byram Hills AW,Byram Hills,male,117.7,1,New Jersey,New York,2016,1,Powerhouse,outofstate,0
Princeton,Semis,63,3,Byram Hills CS,Byram Hills,male,114.06,1,New Jersey,New York,2016,1,Powerhouse,outofstate,0
Princeton,Semis,13,5,Byram Hills JB,Byram Hills,male,115.6,1,New Jersey,New York,2017,1,Powerhouse,outofstate,0
Princeton,Semis,8,5,Byram Hills PE,Byram Hills,male,116.8,1,New Jersey,New York,2016,1,Powerhouse,outofstate,0
Princeton,Semis,35,4,Byram Hills RP,Byram Hills,male,114.8,1,New Jersey,New York,2017,1,Powerhouse,outofstate,0
Princeton,Semis,25,4,Byram Hills SC,Byram Hills,female,116,1,New Jersey,New York,2016,0,Powerhouse,outofstate,0
Princeton,Semis,144,0,Calvary Christian DC,Calvary Christian,male,107.5,0,New Jersey,New Jersey,2017,1,non-Powerhouse,instate,1
Princeton,Semis,141,1,Catonsville NK,Catonsville,male,107.7,0,New Jersey,Maryland,NA,1,non-Powerhouse,outofstate,0
Princeton,Semis,145,0,Catonsville SL,Catonsville,female,110.2,0,New Jersey,Maryland,NA,0,non-Powerhouse,outofstate,0
Princeton,Semis,81,3,Chaminade AM,Chaminade,male,112.5,0,New Jersey,New York,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,97,3,Chaminade DH,Chaminade,male,109.5,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,116,2,Chaminade KB,Chaminade,male,110.36,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,138,1,Chaminade MI,Chaminade,male,110,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,15,5,Christopher Columbus JN,Christopher Columbus,male,115,0,New Jersey,Florida,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,69,3,Dallastown Area OM,Dallastown Area,female,113.5,0,New Jersey,Pennsylvania,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,124,2,Delbarton BL,Delbarton,male,109,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,37,4,Delbarton EC,Delbarton,male,114.6,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,126,2,Half Hollow Hills FB,Half Hollow Hills,female,108.9,0,New Jersey,New York,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,101,2,Half Hollow Hills LT,Half Hollow Hills,female,112.5,0,New Jersey,New York,2016,0,non-Powerhouse,outofstate,0
Princeton,Semis,115,2,Half Hollow Hills ML,Half Hollow Hills,female,110.4,0,New Jersey,New York,NA,0,non-Powerhouse,outofstate,0
Princeton,Semis,19,5,Half Hollow Hills MT,Half Hollow Hills,male,113.5,0,New Jersey,New York,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,76,3,Half Hollow Hills NI,Half Hollow Hills,male,112.8,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,142,1,Half Hollow Hills SA,Half Hollow Hills,female,107.5,0,New Jersey,New York,NA,0,non-Powerhouse,outofstate,0
Princeton,Semis,42,4,Harrison AE,Harrison,male,114.3,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,73,3,Harrison BS,Harrison,male,113,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,38,4,Harrison CS,Harrison,male,114.5,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,30,4,Harrison EB,Harrison,male,115.3,0,New Jersey,New York,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,3,6,Harrison KK,Harrison,female,117.7,0,New Jersey,New York,2016,0,non-Powerhouse,outofstate,0
Princeton,Semis,51,4,Harrison LC,Harrison,female,113.1,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,34,4,Harrison MZ,Harrison,male,114.9,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,2,6,Harrison SR,Harrison,female,118.1,0,New Jersey,New York,2016,0,non-Powerhouse,outofstate,0
Princeton,Semis,58,3,Hendrick Hudson MG,Hendrick Hudson,male,114.4,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,57,3,Hunter MS,Hunter,female,114.5,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,16,5,Hunter NP,Hunter,female,114.9,0,New Jersey,New York,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,49,4,Hunter TC,Hunter,female,113.7,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,54,3,Hunter TF,Hunter,female,115.5,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,113,2,Lexington CC,Lexington,female,110.8,0,New Jersey,Massachusetts,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,143,0,Lexington DW,Lexington,male,106.5,0,New Jersey,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,86,3,Lexington EJ,Lexington,male,112.1,0,New Jersey,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,90,3,Lexington LW,Lexington,male,111.5,0,New Jersey,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,119,2,Lexington NK,Lexington,female,110,0,New Jersey,Massachusetts,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,88,3,Lexington NN,Lexington,male,111.7,0,New Jersey,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,92,3,Lexington NV,Lexington,female,111.3,0,New Jersey,Massachusetts,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,53,3,Lexington RW,Lexington,male,115.7,0,New Jersey,Massachusetts,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,105,2,Loudoun Valley AS,Loudoun Valley,female,111.7,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA
Princeton,Semis,128,2,Loudoun Valley EM,Loudoun Valley,female,108.3,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA
Princeton,Semis,94,3,Manchester Essex MI,Manchester Essex,male,111.2,0,New Jersey,Massachusetts,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,28,4,McDowell AL,McDowell,male,115.5,0,New Jersey,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,131,1,McDowell JK,McDowell,male,112.26,0,New Jersey,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,106,2,McDowell ZK,McDowell,male,111.5,0,New Jersey,Pennsylvania,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,74,3,McDowell ZL,McDowell,male,113,0,New Jersey,Pennsylvania,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,18,5,Medina KS,Medina,female,113.5,0,New Jersey,Ohio,2016,0,non-Powerhouse,outofstate,0
Princeton,Semis,79,3,Medina MD,Medina,female,112.6,0,New Jersey,Ohio,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,87,3,Medina NW,Medina,female,112,0,New Jersey,Ohio,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,14,5,Millburn CS,Millburn,male,115.2,0,New Jersey,New Jersey,2017,1,non-Powerhouse,instate,1
Princeton,Semis,118,2,Millburn DV,Millburn,male,110.2,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,24,4,Millburn PH,Millburn,male,116.1,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,6,5,Millburn WH,Millburn,male,117.6,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,103,2,Monticello AM,Monticello,male,112.2,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,10,5,Monticello DA,Monticello,male,116.3,0,New Jersey,New York,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,23,4,Monticello KC,Monticello,male,116.2,0,New Jersey,New York,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,104,2,Montville AH,Montville,male,111.8,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,39,4,Montville AL,Montville,male,114.4,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,107,2,Montville AS,Montville,male,111.5,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,110,2,Montville EJ,Montville,male,111.3,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,133,1,Montville KL,Montville,male,110.5,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,29,4,Newtown AH,Newtown,female,115.4,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA
Princeton,Semis,146,0,Newtown CT,Newtown,male,111.5,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA
Princeton,Semis,139,1,Newtown EJ,Newtown,female,109.8,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA
Princeton,Semis,102,2,Newtown JW,Newtown,male,112.5,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA
Princeton,Semis,135,1,Newtown JZ,Newtown,female,110.4,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA
Princeton,Semis,62,3,North Allegheny Sr GR,North Allegheny Sr,male,114.1,0,New Jersey,Pennsylvania,2016,1,non-Powerhouse,outofstate,0
Princeton,Semis,33,4,Park LC,Park,female,115.05,0,New Jersey,New Jersey,2016,0,non-Powerhouse,instate,1
Princeton,Semis,136,1,Park MC,Park,male,110.1,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,114,2,Park SZ,Park,female,110.64,0,New Jersey,New Jersey,NA,0,non-Powerhouse,instate,1
Princeton,Semis,40,4,Pingry AG,Pingry,female,114.4,0,New Jersey,New Jersey,2017,0,non-Powerhouse,instate,1
Princeton,Semis,120,2,Pittsburgh Central Catholic AK,Pittsburgh Central Catholic,male,110,0,New Jersey,Pennsylvania,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,99,2,Pittsburgh Central Catholic JF,Pittsburgh Central Catholic,male,113.3,0,New Jersey,Pennsylvania,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,121,2,Pittsburgh Central Catholic MB,Pittsburgh Central Catholic,male,109.8,0,New Jersey,Pennsylvania,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,134,1,Pittsburgh Central Catholic WS,Pittsburgh Central Catholic,male,110.5,0,New Jersey,Pennsylvania,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,66,3,Princeton EO,Princeton,male,113.7,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,31,4,Princeton JK,Princeton,male,115.3,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,122,2,Princeton JV,Princeton,male,109.7,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,41,4,Princeton MN,Princeton,female,114.3,0,New Jersey,New Jersey,2016,0,non-Powerhouse,instate,1
Princeton,Semis,60,3,Princeton NE,Princeton,male,114.3,0,New Jersey,New Jersey,2017,1,non-Powerhouse,instate,1
Princeton,Semis,127,2,Princeton TC,Princeton,male,108.5,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,132,1,Randolph AH,Randolph,female,111.7,0,New Jersey,New Jersey,2018,0,non-Powerhouse,instate,1
Princeton,Semis,67,3,Randolph AP,Randolph,female,113.7,0,New Jersey,New Jersey,2017,0,non-Powerhouse,instate,1
Princeton,Semis,140,1,Randolph DK,Randolph,male,109.2,0,New Jersey,New Jersey,2018,1,non-Powerhouse,instate,1
Princeton,Semis,56,3,Randolph EW,Randolph,female,114.6,0,New Jersey,New Jersey,2016,0,non-Powerhouse,instate,1
Princeton,Semis,26,4,Randolph HK,Randolph,male,115.7,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,46,4,Ridge AS,Ridge,male,113.9,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,55,3,Ridge JH,Ridge,female,115.1,0,New Jersey,New Jersey,2018,0,non-Powerhouse,instate,1
Princeton,Semis,48,4,Ridge NP,Ridge,female,113.8,0,New Jersey,New Jersey,2016,0,non-Powerhouse,instate,1
Princeton,Semis,5,5,Ridge SK,Ridge,male,117.6,0,New Jersey,New Jersey,2017,1,non-Powerhouse,instate,1
Princeton,Semis,21,4,Ridge TT,Ridge,male,116.9,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,108,2,Ridge VT,Ridge,female,111.4,0,New Jersey,New Jersey,2018,0,non-Powerhouse,instate,1
Princeton,Semis,59,3,Ridge WW,Ridge,male,114.4,0,New Jersey,New Jersey,2016,1,non-Powerhouse,instate,1
Princeton,Semis,65,3,Roslyn AG,Roslyn,male,113.8,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,7,5,Scarsdale DW,Scarsdale,male,117,1,New Jersey,New York,2016,1,Powerhouse,outofstate,0
Princeton,Semis,20,5,Scarsdale JN,Scarsdale,male,113,1,New Jersey,New York,2016,1,Powerhouse,outofstate,0
Princeton,Semis,36,4,Scarsdale LS,Scarsdale,female,114.8,1,New Jersey,New York,2017,0,Powerhouse,outofstate,0
Princeton,Semis,45,4,Scarsdale MC,Scarsdale,female,114,1,New Jersey,New York,2016,0,Powerhouse,outofstate,0
Princeton,Semis,52,4,Scarsdale ML,Scarsdale,male,113,1,New Jersey,New York,2017,1,Powerhouse,outofstate,0
Princeton,Semis,75,3,Scarsdale NI,Scarsdale,female,113,1,New Jersey,New York,2018,0,Powerhouse,outofstate,0
Princeton,Semis,27,4,Scarsdale ZE,Scarsdale,female,115.6,1,New Jersey,New York,2017,0,Powerhouse,outofstate,0
Princeton,Semis,1,6,Scarsdale ZG,Scarsdale,male,118.1,1,New Jersey,New York,2017,1,Powerhouse,outofstate,0
Princeton,Semis,98,2,Southern Lehigh MH,Southern Lehigh,female,113.5,0,New Jersey,Pennsylvania,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,50,4,Stuyvesant AS,Stuyvesant,male,113.2,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,44,4,Stuyvesant KF,Stuyvesant,female,114.2,0,New Jersey,New York,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,71,3,Stuyvesant KL,Stuyvesant,male,113.4,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,64,3,Stuyvesant PY,Stuyvesant,female,113.9,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,47,4,Stuyvesant SL,Stuyvesant,female,113.85,0,New Jersey,New York,2016,0,non-Powerhouse,outofstate,0
Princeton,Semis,72,3,Stuyvesant YEl,Stuyvesant,female,113.18,0,New Jersey,New York,2017,0,non-Powerhouse,outofstate,0
Princeton,Semis,9,5,Success Academy SC,Success Academy,male,116.45,0,New Jersey,New York,2018,1,non-Powerhouse,outofstate,0
Princeton,Semis,130,2,Syosset AG,Syosset,female,106.5,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,11,5,Syosset AM,Syosset,male,115.7,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,95,3,Syosset CM,Syosset,male,110.9,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,117,2,Syosset JA,Syosset,female,110.3,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,17,5,Syosset JW,Syosset,male,114.8,0,New Jersey,New York,2017,1,non-Powerhouse,outofstate,0
Princeton,Semis,91,3,Syosset LF,Syosset,female,111.4,0,New Jersey,New York,2018,0,non-Powerhouse,outofstate,0
Princeton,Semis,89,3,Thomas Jefferson HSST AK,Thomas Jefferson HSST,male,111.6,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA
Princeton,Semis,22,4,Thomas Jefferson HSST AR,Thomas Jefferson HSST,male,116.2,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA
Princeton,Semis,84,3,Thomas Jefferson HSST FG,Thomas Jefferson HSST,female,112.3,0,New Jersey,NA,NA,0,non-Powerhouse,NA,NA
Princeton,Semis,96,3,Thomas Jefferson HSST KS,Thomas Jefferson HSST,male,110.7,0,New Jersey,NA,NA,1,non-Powerhouse,NA,NA
