"","code","tournament","bid","seed","rWon","school","gender","speaks","phouse","location","state","grad","numGender","facPhouse","facInstate","numInstate","trips","doubs","octas","quarters","semis","finals","elimsw"
"1124","Layton ZB","Alta","Quarters",52,3,"Layton","male",113,0,"Utah","Utah","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1125","Leland SH","Greenhill","Octas",57,2,"Leland","female",114.3,0,"Texas","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1126","Leucadia Independent JC","College Prep","Quarters",76,2,"Leucadia Independent","male",114.1,0,"California","California","2016",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1127","Lexington AA","Ridge","Finals",60,1,"Lexington","female",82.9,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1128","Lexington AQ","Glenbrooks","Octas",111,3,"Lexington","male",141.7,0,"Illinois","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1129","Lexington AQ","St. Marks","Octas",41,3,"Lexington","male",114.9,0,"Texas","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1130","Lexington AQ","Yale","Quarters",51,4,"Lexington","male",113,0,"Connecticut","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1131","Lexington AS","Blake","Quarters",6,5,"Lexington","male",117.5,0,"Minnesota","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,1,0,-1,2
"1132","Lexington AS","Bronx","Octas",26,5,"Lexington","male",145.4,0,"New York","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1133","Lexington AS","Glenbrooks","Octas",13,6,"Lexington","male",144.7,0,"Illinois","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1134","Lexington AS","Ridge","Finals",57,1,"Lexington","female",83.3,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1135","Lexington AS","Valley","Octas",11,5,"Lexington","male",116.2,0,"Iowa","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,1,1,0,-1,-1,-1,-1
"1136","Lexington CC","Princeton","Semis",113,2,"Lexington","female",110.8,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1137","Lexington CC","Scarsdale","Semis",56,2,"Lexington","female",111,0,"New York","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1138","Lexington CC","Valley","Octas",107,2,"Lexington","female",110.8,0,"Iowa","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1139","Lexington CL","Apple Valley","Octas",96,3,"Lexington","female",139.9,0,"Minnesota","Massachusetts","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1140","Lexington CL","Ridge","Finals",25,3,"Lexington","female",84.9,0,"New Jersey","Massachusetts","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1141","Lexington DW","Princeton","Semis",143,0,"Lexington","male",106.5,0,"New Jersey","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1142","Lexington DW","Scarsdale","Semis",72,0,"Lexington","male",108,0,"New York","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1143","Lexington EJ","Princeton","Semis",86,3,"Lexington","male",112.1,0,"New Jersey","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1144","Lexington GN","Ridge","Finals",69,1,"Lexington","female",80.75,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1145","Lexington JS","Apple Valley","Octas",118,2,"Lexington","female",139,0,"Minnesota","Massachusetts","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1146","Lexington KB","Apple Valley","Octas",81,3,"Lexington","male",141.4,0,"Minnesota","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1147","Lexington KB","Bronx","Octas",24,5,"Lexington","male",145.4,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1148","Lexington KB","Ridge","Finals",8,3,"Lexington","female",87.6,0,"New Jersey","Massachusetts","2017",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1149","Lexington LW","Apple Valley","Octas",28,5,"Lexington","female",144.5,0,"Minnesota","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1150","Lexington LW","Blake","Quarters",7,5,"Lexington","female",116.7,0,"Minnesota","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1151","Lexington LW","Princeton","Semis",90,3,"Lexington","male",111.5,0,"New Jersey","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1152","Lexington LW","Scarsdale","Semis",61,2,"Lexington","male",110,0,"New York","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1153","Lexington LW","Yale","Quarters",68,3,"Lexington","female",113.3,0,"Connecticut","Massachusetts","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1154","Lexington MF","Ridge","Finals",72,0,"Lexington","female",82.5,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1155","Lexington MF","Scarsdale","Semis",55,2,"Lexington","female",111.08,0,"New York","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1156","Lexington MZ","Apple Valley","Octas",62,4,"Lexington","male",142.5,0,"Minnesota","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1157","Lexington NB","Apple Valley","Octas",44,4,"Lexington","male",143.4,0,"Minnesota","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1158","Lexington NB","Bronx","Octas",22,5,"Lexington","male",145.5,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"1159","Lexington NB","Greenhill","Octas",19,4,"Lexington","male",115.3,0,"Texas","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1160","Lexington NB","Ridge","Finals",6,3,"Lexington","male",88.3,0,"New Jersey","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1161","Lexington NB","Scarsdale","Semis",13,4,"Lexington","male",115.4,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1162","Lexington NG","Bronx","Octas",88,4,"Lexington","male",139.8,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1163","Lexington NG","Scarsdale","Semis",52,2,"Lexington","male",112.1,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1164","Lexington NG","Yale","Quarters",109,2,"Lexington","male",111.9,0,"Connecticut","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1165","Lexington NK","Princeton","Semis",119,2,"Lexington","female",110,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1166","Lexington NN","Princeton","Semis",88,3,"Lexington","male",111.7,0,"New Jersey","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1167","Lexington NV","Princeton","Semis",92,3,"Lexington","female",111.3,0,"New Jersey","Massachusetts","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1168","Lexington RW","Bronx","Octas",127,3,"Lexington","male",138.1,0,"New York","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1169","Lexington RW","Princeton","Semis",53,3,"Lexington","male",115.7,0,"New Jersey","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1170","Lexington RW","Scarsdale","Semis",38,3,"Lexington","male",113.3,0,"New York","Massachusetts","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1171","Lexington VV","Bronx","Octas",128,3,"Lexington","male",138.1,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1172","Lexington VV","Ridge","Finals",38,2,"Lexington","male",85.7,0,"New Jersey","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1173","Lexington VV","Scarsdale","Semis",37,3,"Lexington","male",113.4,0,"New York","Massachusetts","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1174","Lexington ZA","Glenbrooks","Octas",96,3,"Lexington","male",143.2,0,"Illinois","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1175","Lexington ZA","St. Marks","Octas",56,3,"Lexington","male",112.9,0,"Texas","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1176","Lexington ZA","Yale","Quarters",139,1,"Lexington","male",110.3,0,"Connecticut","Massachusetts","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1177","LibChr BS","UT","Semis",115,2,"Liberty Christian","female",85.7,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1178","Liberty Christian BS","Grapevine","Semis",16,4,"Liberty Christian","female",86,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1179","Liberty Christian BS","Greenhill","Octas",23,4,"Liberty Christian","female",114.7,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1180","Liberty Christian BS","Holy Cross","Finals",3,5,"Liberty Christian","female",174.3,0,"Louisianna","Texas","2016",0,"non-Powerhouse","outofstate",0,NA,NA,1,1,1,1,4
"1181","Liberty Christian BS","St. Marks","Octas",39,3,"Liberty Christian","female",115.2,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1182","Liberty Christian BS","Strake Jesuit","Semis",21,4,"Liberty Christian","female",114.6,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1183","Lincoln AK","Yale","Quarters",130,2,"Lincoln","male",109.2,0,"Connecticut","Maine","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1184","Lincoln East FC","Valley","Octas",59,3,"Lincoln East","male",113.4,0,"Iowa","Nebraska","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1185","Lincoln East JL","Valley","Octas",112,2,"Lincoln East","female",110,0,"Iowa","Nebraska","2018",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1186","Lincoln ED","Yale","Quarters",144,1,"Lincoln","female",107.5,0,"Connecticut","Maine","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1187","Lincoln IW","Yale","Quarters",82,3,"Lincoln","female",111.9,0,"Connecticut","Maine","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1188","Lincoln JN","Yale","Quarters",132,2,"Lincoln","female",108,0,"Connecticut","Maine","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1189","Lincoln JO","Valley","Octas",108,2,"Lincoln","male",110.6,0,"Iowa","Iowa","2016",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1190","Lindal RM","UT","Semis",132,2,"Lindale","male",84.5,0,"Texas","Texas","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1191","Livingston DR","Yale","Quarters",123,2,"Livingston","male",110.1,0,"Connecticut","New Jersey","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1192","LK CE","Central Valley","Finals",45,1,"Lake City","male",107,0,"Washington","Idaho","2016",1,"non-Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"1193","LK JM","Central Valley","Finals",25,3,"Lake City","female",111,0,"Washington","Idaho","2016",0,"non-Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"1194","LN JH","Central Valley","Finals",30,3,"Lincoln","male",107,0,"Washington","Oregon","2017",1,"non-Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"1195","Logan AW","Alta","Quarters",66,3,"Logan","male",111,0,"Utah","Utah","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1196","Logan CW","Alta","Quarters",34,4,"Logan","male",113.7,0,"Utah","Utah","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1197","Logan YB","Alta","Quarters",89,2,"Logan","female",109.5,0,"Utah","Utah","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1198","Los Altos DV","College Prep","Quarters",78,2,"Los Altos","male",113.2,0,"California","California","2018",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1199","Los Altos DV","Glenbrooks","Octas",115,3,"Los Altos","male",141.4,0,"Illinois","California","2018",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1200","Los Altos DV","Loyola","Semis",49,2,"Los Altos","male",111.9,0,"California","California","2018",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1201","Los Altos JN","College Prep","Quarters",5,5,"Los Altos","male",117.3,0,"California","California","2016",1,"non-Powerhouse","instate",1,1,1,0,-1,-1,-1,-1
"1202","Los Altos JN","Glenbrooks","Octas",39,5,"Los Altos","male",143.8,0,"Illinois","California","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1203","Los Altos JN","Loyola","Semis",5,5,"Los Altos","male",116,0,"California","California","2016",1,"non-Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"1204","Los Altos SN","College Prep","Quarters",21,4,"Los Altos","female",115.9,0,"California","California","2016",0,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1205","Los Altos SN","Glenbrooks","Octas",113,3,"Los Altos","female",141.7,0,"Illinois","California","2016",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1206","Los Altos SN","Loyola","Semis",8,5,"Los Altos","female",113.7,0,"California","California","2016",0,"non-Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"1207","LosAla AS","UT","Semis",153,2,"Los Alamos","male",82.7,0,"Texas","New Mexico","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1208","LosAla BN","UT","Semis",63,3,"Los Alamos","female",86.4,0,"Texas","New Mexico","2018",0,"non-Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1209","LosAla DM","UT","Semis",95,3,"Los Alamos","male",83.2,0,"Texas","New Mexico","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1210","LosAla KD","UT","Semis",131,2,"Los Alamos","female",84.6,0,"Texas","New Mexico","2017",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1211","LosAla KW","UT","Semis",112,2,"Los Alamos","female",86,0,"Texas","New Mexico","2016",0,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1212","LosAla RC","UT","Semis",157,2,"Los Alamos","male",82.5,0,"Texas","New Mexico","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1213","Loudoun Valley AS","Princeton","Semis",105,2,"Loudoun Valley","female",111.7,0,"New Jersey",NA,NA,0,"non-Powerhouse",NA,NA,-1,-1,-1,-1,-1,-1,-6
"1214","Loudoun Valley EM","Princeton","Semis",128,2,"Loudoun Valley","female",108.3,0,"New Jersey",NA,NA,0,"non-Powerhouse",NA,NA,-1,-1,-1,-1,-1,-1,-6
"1215","Lovett JB","Wake Forest","Finals",50,2,"Lovett","male",106.5,0,"North Carolina","Georgia","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1216","Lovett JM","Wake Forest","Finals",30,3,"Lovett","male",112.2,0,"North Carolina","Georgia","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1217","Loyola AP","Alta","Quarters",2,6,"Loyola","male",116.7,0,"Utah","California","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1218","Loyola AP","College Prep","Quarters",3,5,"Loyola","male",117.6,0,"California","California","2016",1,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1219","Loyola AP","Glenbrooks","Octas",43,5,"Loyola","male",142.9,0,"Illinois","California","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1220","Loyola AP","Greenhill","Octas",51,3,"Loyola","male",113.2,0,"Texas","California","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1221","Loyola AP","Meadows","Quarters",20,4,"Loyola","male",118.7,0,"Nevada","California","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1222","Loyola AP","St. Marks","Octas",67,2,"Loyola","male",114.5,0,"Texas","California","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1223","Loyola BJo","Hollywood","Finals",63,0,"Loyola","male",109.6,0,"California","California","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1224","Loyola Blakefield AB","Beltway","Semis",19,4,"Loyola Blakefield","male",112.5,0,"Maryland","Maryland","2016",1,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"1225","Loyola Blakefield AB","Ridge","Finals",16,3,"Loyola Blakefield","male",86,0,"New Jersey","Maryland","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1226","Loyola Blakefield AB","Wake Forest","Finals",13,4,"Loyola Blakefield","male",115.5,0,"North Carolina","Maryland","2016",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1227","Loyola Blakefield AB","Yale","Quarters",69,3,"Loyola Blakefield","male",113.2,0,"Connecticut","Maryland","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1228","Loyola Blakefield CG","Wake Forest","Finals",48,2,"Loyola Blakefield","male",108.5,0,"North Carolina","Maryland","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1229","Loyola Blakefield JH","Beltway","Semis",40,2,"Loyola Blakefield","male",111.9,0,"Maryland","Maryland","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1230","Loyola Blakefield JH","Ridge","Finals",41,2,"Loyola Blakefield","male",85.5,0,"New Jersey","Maryland","2016",1,"non-Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1231","Loyola Blakefield JH","Wake Forest","Finals",27,3,"Loyola Blakefield","male",112.9,0,"North Carolina","Maryland","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1232","Loyola Blakefield JH","Yale","Quarters",74,3,"Loyola Blakefield","male",113,0,"Connecticut","Maryland","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1233","Loyola Blakefield JM","Wake Forest","Finals",29,3,"Loyola Blakefield","male",112.5,0,"North Carolina","Maryland","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1234","Loyola Blakefield JM","Yale","Quarters",115,2,"Loyola Blakefield","male",110.9,0,"Connecticut","Maryland","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1235","Loyola Blakefield JT","Ridge","Finals",48,2,"Loyola Blakefield","male",84.4,0,"New Jersey","Maryland","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1236","Loyola Blakefield JT","Wake Forest","Finals",52,1,"Loyola Blakefield","male",112.5,0,"North Carolina","Maryland","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1237","Loyola Blakefield JT","Yale","Quarters",83,3,"Loyola Blakefield","male",111.8,0,"Connecticut","Maryland","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"1238","Loyola BS","Alta","Quarters",9,5,"Loyola","male",116.2,1,"Utah","California","2017",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"1239","Loyola BS","Apple Valley","Octas",43,4,"Loyola","male",143.8,1,"Minnesota","California","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1240","Loyola BS","College Prep","Quarters",18,4,"Loyola","male",116.3,1,"California","California","2017",1,"Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1241","Loyola BS","Glenbrooks","Octas",76,4,"Loyola","male",142.6,1,"Illinois","California","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1242","Loyola BS","Greenhill","Octas",26,4,"Loyola","male",114.3,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1243","Loyola BS","Meadows","Quarters",19,4,"Loyola","male",118.7,1,"Nevada","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1244","Loyola BS","St. Marks","Octas",23,4,"Loyola","male",115.2,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1245","Loyola DK","College Prep","Quarters",47,3,"Loyola","male",114.6,1,"California","California","2017",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1246","Loyola DW","Alta","Quarters",20,4,"Loyola","male",115.5,1,"Utah","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1247","Loyola DW","College Prep","Quarters",45,3,"Loyola","male",114.8,1,"California","California","2017",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1248","Loyola DW","Meadows","Quarters",31,3,"Loyola","male",117.1,1,"Nevada","California","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1249","Loyola DW","St. Marks","Octas",57,3,"Loyola","male",112.7,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1250","Loyola ES","Hollywood","Finals",60,1,"Loyola","male",109.8,1,"California","California","2018",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1251","Loyola GC","Alta","Quarters",25,4,"Loyola","male",114.7,1,"Utah","California","2018",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1252","Loyola GC","College Prep","Quarters",72,2,"Loyola","male",114.65,1,"California","California","2018",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1253","Loyola GC","Meadows","Quarters",54,2,"Loyola","male",114.63,1,"Nevada","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1254","Loyola GC","St. Marks","Octas",95,1,"Loyola","male",107.9,1,"Texas","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1255","Loyola GR","Hollywood","Finals",39,3,"Loyola","male",111.7,1,"California","California","2018",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1256","Loyola HF","Apple Valley","Octas",139,0,"Loyola","male",137.9,1,"Minnesota","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1257","Loyola HF","Meadows","Quarters",57,2,"Loyola","male",113.13,1,"Nevada","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1258","Loyola JO","Apple Valley","Octas",26,5,"Loyola","male",144.8,1,"Minnesota","California","2016",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1259","Loyola JO","College Prep","Quarters",17,4,"Loyola","male",117,1,"California","California","2016",1,"Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"1260","Loyola JO","Glenbrooks","Octas",60,4,"Loyola","male",144.2,1,"Illinois","California","2016",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1261","Loyola JO","Greenhill","Octas",49,3,"Loyola","male",113.6,1,"Texas","California","2016",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1262","Loyola JO","Meadows","Quarters",11,4,"Loyola","male",120,1,"Nevada","California","2016",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1263","Loyola JO","St. Marks","Octas",12,5,"Loyola","male",113.8,1,"Texas","California","2016",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"1264","Loyola JO","Valley","Octas",32,4,"Loyola","male",114.9,1,"Iowa","California","2016",1,"Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"1265","Loyola NT","Alta","Quarters",63,3,"Loyola","male",111.2,1,"Utah","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1266","Loyola NT","College Prep","Quarters",103,1,"Loyola","male",112,1,"California","California","2018",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"1267","Loyola NT","Hollywood","Finals",38,3,"Loyola","male",111.7,1,"California","California","2018",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"1268","Loyola NT","Meadows","Quarters",63,1,"Loyola","male",114.2,1,"Nevada","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1269","Loyola ZM","Alta","Quarters",24,4,"Loyola","male",114.7,1,"Utah","California","2016",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1270","Loyola ZM","Apple Valley","Octas",67,4,"Loyola","male",141.4,1,"Minnesota","California","2016",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"1271","Loyola ZMa","Meadows","Quarters",24,4,"Loyola","male",117.63,1,"Nevada","California","2016",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"1272","LW AA","Central Valley","Finals",32,2,"Lewis and Clark","female",113.7,0,"Washington",NA,NA,0,"non-Powerhouse",NA,NA,NA,NA,-1,-1,-1,-1,-4
"1273","LW BB","Central Valley","Finals",18,3,"Lewis and Clark","female",114.5,0,"Washington",NA,NA,0,"non-Powerhouse",NA,NA,NA,NA,-1,-1,-1,-1,-4
"1274","LW BP","Central Valley","Finals",5,5,"Lewis and Clark","female",113,0,"Washington",NA,NA,0,"non-Powerhouse",NA,NA,NA,NA,0,-1,-1,-1,-3
